stt,age,inc,eth,sex,edu,kid,mar,pop2008
LA,65+,$75-150k,Black,Male,Some Coll,No Kids,Single,97
LA,65+,$75-150k,Black,Male,Coll,Kids,Married,0
LA,65+,$75-150k,Black,Male,Coll,Kids,Single,82
LA,65+,$75-150k,Black,Male,Coll,No Kids,Married,246
LA,65+,$75-150k,Black,Male,Coll,No Kids,Single,90
LA,65+,$75-150k,Black,Male,Post-Grad,Kids,Married,0
LA,65+,$75-150k,Black,Male,Post-Grad,Kids,Single,0
LA,65+,$75-150k,Black,Male,Post-Grad,No Kids,Married,710
LA,65+,$75-150k,Black,Male,Post-Grad,No Kids,Single,7
LA,65+,$75-150k,Black,Female,< HS,Kids,Married,0
LA,65+,$75-150k,Black,Female,< HS,Kids,Single,180
LA,65+,$75-150k,Black,Female,< HS,No Kids,Married,246
LA,65+,$75-150k,Black,Female,< HS,No Kids,Single,915
LA,65+,$75-150k,Black,Female,HS,Kids,Married,0
LA,65+,$75-150k,Black,Female,HS,Kids,Single,471
LA,65+,$75-150k,Black,Female,HS,No Kids,Married,233
LA,65+,$75-150k,Black,Female,HS,No Kids,Single,792
LA,65+,$75-150k,Black,Female,Some Coll,Kids,Married,23
LA,65+,$75-150k,Black,Female,Some Coll,Kids,Single,138
LA,65+,$75-150k,Black,Female,Some Coll,No Kids,Married,194
LA,65+,$75-150k,Black,Female,Some Coll,No Kids,Single,451
LA,65+,$75-150k,Black,Female,Coll,Kids,Married,0
LA,65+,$75-150k,Black,Female,Coll,Kids,Single,87
LA,65+,$75-150k,Black,Female,Coll,No Kids,Married,231
LA,65+,$75-150k,Black,Female,Coll,No Kids,Single,181
LA,65+,$75-150k,Black,Female,Post-Grad,Kids,Married,0
LA,65+,$75-150k,Black,Female,Post-Grad,Kids,Single,19
LA,65+,$75-150k,Black,Female,Post-Grad,No Kids,Married,398
LA,65+,$75-150k,Black,Female,Post-Grad,No Kids,Single,305
LA,65+,$75-150k,Hispanic,Male,< HS,Kids,Married,0
LA,65+,$75-150k,Hispanic,Male,< HS,Kids,Single,0
LA,65+,$75-150k,Hispanic,Male,< HS,No Kids,Married,17
LA,65+,$75-150k,Hispanic,Male,< HS,No Kids,Single,0
LA,65+,$75-150k,Hispanic,Male,HS,Kids,Married,0
LA,65+,$75-150k,Hispanic,Male,HS,Kids,Single,16
LA,65+,$75-150k,Hispanic,Male,HS,No Kids,Married,84
LA,65+,$75-150k,Hispanic,Male,HS,No Kids,Single,40
LA,65+,$75-150k,Hispanic,Male,Some Coll,Kids,Married,0
LA,65+,$75-150k,Hispanic,Male,Some Coll,Kids,Single,0
LA,65+,$75-150k,Hispanic,Male,Some Coll,No Kids,Married,39
LA,65+,$75-150k,Hispanic,Male,Some Coll,No Kids,Single,17
LA,65+,$75-150k,Hispanic,Male,Coll,Kids,Married,0
LA,65+,$75-150k,Hispanic,Male,Coll,Kids,Single,0
LA,65+,$75-150k,Hispanic,Male,Coll,No Kids,Married,79
LA,65+,$75-150k,Hispanic,Male,Coll,No Kids,Single,0
LA,65+,$75-150k,Hispanic,Male,Post-Grad,Kids,Married,0
LA,65+,$75-150k,Hispanic,Male,Post-Grad,Kids,Single,0
LA,65+,$75-150k,Hispanic,Male,Post-Grad,No Kids,Married,89
LA,65+,$75-150k,Hispanic,Male,Post-Grad,No Kids,Single,67
LA,65+,$75-150k,Hispanic,Female,< HS,Kids,Married,0
LA,65+,$75-150k,Hispanic,Female,< HS,Kids,Single,14
LA,65+,$75-150k,Hispanic,Female,< HS,No Kids,Married,0
LA,65+,$75-150k,Hispanic,Female,< HS,No Kids,Single,73
LA,65+,$75-150k,Hispanic,Female,HS,Kids,Married,0
LA,65+,$75-150k,Hispanic,Female,HS,Kids,Single,0
LA,65+,$75-150k,Hispanic,Female,HS,No Kids,Married,93
LA,65+,$75-150k,Hispanic,Female,HS,No Kids,Single,20
LA,65+,$75-150k,Hispanic,Female,Some Coll,Kids,Married,0
LA,65+,$75-150k,Hispanic,Female,Some Coll,Kids,Single,0
LA,65+,$75-150k,Hispanic,Female,Some Coll,No Kids,Married,82
LA,65+,$75-150k,Hispanic,Female,Some Coll,No Kids,Single,64
LA,65+,$75-150k,Hispanic,Female,Coll,Kids,Married,0
LA,65+,$75-150k,Hispanic,Female,Coll,Kids,Single,62
LA,65+,$75-150k,Hispanic,Female,Coll,No Kids,Married,0
LA,65+,$75-150k,Hispanic,Female,Coll,No Kids,Single,0
LA,65+,$75-150k,Hispanic,Female,Post-Grad,Kids,Married,0
LA,65+,$75-150k,Hispanic,Female,Post-Grad,Kids,Single,0
LA,65+,$75-150k,Hispanic,Female,Post-Grad,No Kids,Married,19
LA,65+,$75-150k,Hispanic,Female,Post-Grad,No Kids,Single,32
LA,65+,$75-150k,Other,Male,< HS,Kids,Married,0
LA,65+,$75-150k,Other,Male,< HS,Kids,Single,0
LA,65+,$75-150k,Other,Male,< HS,No Kids,Married,130
LA,65+,$75-150k,Other,Male,< HS,No Kids,Single,0
LA,65+,$75-150k,Other,Male,HS,Kids,Married,26
LA,65+,$75-150k,Other,Male,HS,Kids,Single,0
LA,65+,$75-150k,Other,Male,HS,No Kids,Married,75
LA,65+,$75-150k,Other,Male,HS,No Kids,Single,0
LA,65+,$75-150k,Other,Male,Some Coll,Kids,Married,0
LA,65+,$75-150k,Other,Male,Some Coll,Kids,Single,0
LA,65+,$75-150k,Other,Male,Some Coll,No Kids,Married,66
LA,65+,$75-150k,Other,Male,Some Coll,No Kids,Single,0
LA,65+,$75-150k,Other,Male,Coll,Kids,Married,0
LA,65+,$75-150k,Other,Male,Coll,Kids,Single,0
LA,65+,$75-150k,Other,Male,Coll,No Kids,Married,6
LA,65+,$75-150k,Other,Male,Coll,No Kids,Single,0
LA,65+,$75-150k,Other,Male,Post-Grad,Kids,Married,0
LA,65+,$75-150k,Other,Male,Post-Grad,Kids,Single,0
LA,65+,$75-150k,Other,Male,Post-Grad,No Kids,Married,107
LA,65+,$75-150k,Other,Male,Post-Grad,No Kids,Single,15
LA,65+,$75-150k,Other,Female,< HS,Kids,Married,0
LA,65+,$75-150k,Other,Female,< HS,Kids,Single,48
LA,65+,$75-150k,Other,Female,< HS,No Kids,Married,77
LA,65+,$75-150k,Other,Female,< HS,No Kids,Single,84
LA,65+,$75-150k,Other,Female,HS,Kids,Married,0
LA,65+,$75-150k,Other,Female,HS,Kids,Single,37
LA,65+,$75-150k,Other,Female,HS,No Kids,Married,48
LA,65+,$75-150k,Other,Female,HS,No Kids,Single,82
LA,65+,$75-150k,Other,Female,Some Coll,Kids,Married,27
LA,65+,$75-150k,Other,Female,Some Coll,Kids,Single,0
LA,65+,$75-150k,Other,Female,Some Coll,No Kids,Married,50
LA,65+,$75-150k,Other,Female,Some Coll,No Kids,Single,0
LA,65+,$75-150k,Other,Female,Coll,Kids,Married,0
LA,65+,$75-150k,Other,Female,Coll,Kids,Single,0
LA,65+,$75-150k,Other,Female,Coll,No Kids,Married,23
LA,65+,$75-150k,Other,Female,Coll,No Kids,Single,113
LA,65+,$75-150k,Other,Female,Post-Grad,Kids,Married,0
LA,65+,$75-150k,Other,Female,Post-Grad,Kids,Single,0
LA,65+,$75-150k,Other,Female,Post-Grad,No Kids,Married,42
LA,65+,$75-150k,Other,Female,Post-Grad,No Kids,Single,21
LA,65+,$150k+,White,Male,< HS,Kids,Married,67
LA,65+,$150k+,White,Male,< HS,Kids,Single,23
LA,65+,$150k+,White,Male,< HS,No Kids,Married,234
LA,65+,$150k+,White,Male,< HS,No Kids,Single,330
LA,65+,$150k+,White,Male,HS,Kids,Married,97
LA,65+,$150k+,White,Male,HS,Kids,Single,22
LA,65+,$150k+,White,Male,HS,No Kids,Married,704
LA,65+,$150k+,White,Male,HS,No Kids,Single,192
LA,65+,$150k+,White,Male,Some Coll,Kids,Married,75
LA,65+,$150k+,White,Male,Some Coll,Kids,Single,35
LA,65+,$150k+,White,Male,Some Coll,No Kids,Married,1454
LA,65+,$150k+,White,Male,Some Coll,No Kids,Single,234
LA,65+,$150k+,White,Male,Coll,Kids,Married,30
LA,65+,$150k+,White,Male,Coll,Kids,Single,35
LA,65+,$150k+,White,Male,Coll,No Kids,Married,1391
LA,65+,$150k+,White,Male,Coll,No Kids,Single,284
LA,65+,$150k+,White,Male,Post-Grad,Kids,Married,108
LA,65+,$150k+,White,Male,Post-Grad,Kids,Single,99
LA,65+,$150k+,White,Male,Post-Grad,No Kids,Married,2811
LA,65+,$150k+,White,Male,Post-Grad,No Kids,Single,546
LA,65+,$150k+,White,Female,< HS,Kids,Married,157
LA,65+,$150k+,White,Female,< HS,Kids,Single,25
LA,65+,$150k+,White,Female,< HS,No Kids,Married,416
LA,65+,$150k+,White,Female,< HS,No Kids,Single,452
LA,65+,$150k+,White,Female,HS,Kids,Married,31
LA,65+,$150k+,White,Female,HS,Kids,Single,177
LA,65+,$150k+,White,Female,HS,No Kids,Married,1110
LA,65+,$150k+,White,Female,HS,No Kids,Single,1117
LA,65+,$150k+,White,Female,Some Coll,Kids,Married,0
LA,65+,$150k+,White,Female,Some Coll,Kids,Single,68
LA,65+,$150k+,White,Female,Some Coll,No Kids,Married,1381
LA,65+,$150k+,White,Female,Some Coll,No Kids,Single,465
LA,65+,$150k+,White,Female,Coll,Kids,Married,0
LA,65+,$150k+,White,Female,Coll,Kids,Single,0
LA,65+,$150k+,White,Female,Coll,No Kids,Married,1119
LA,65+,$150k+,White,Female,Coll,No Kids,Single,328
LA,65+,$150k+,White,Female,Post-Grad,Kids,Married,31
LA,65+,$150k+,White,Female,Post-Grad,Kids,Single,0
LA,65+,$150k+,White,Female,Post-Grad,No Kids,Married,589
LA,65+,$150k+,White,Female,Post-Grad,No Kids,Single,199
LA,65+,$150k+,Black,Male,< HS,Kids,Married,0
LA,65+,$150k+,Black,Male,< HS,Kids,Single,0
LA,65+,$150k+,Black,Male,< HS,No Kids,Married,26
LA,65+,$150k+,Black,Male,< HS,No Kids,Single,100
LA,65+,$150k+,Black,Male,HS,Kids,Married,0
LA,65+,$150k+,Black,Male,HS,Kids,Single,0
LA,65+,$150k+,Black,Male,HS,No Kids,Married,32
LA,65+,$150k+,Black,Male,HS,No Kids,Single,70
LA,65+,$150k+,Black,Male,Some Coll,Kids,Married,0
LA,65+,$150k+,Black,Male,Some Coll,Kids,Single,0
LA,65+,$150k+,Black,Male,Some Coll,No Kids,Married,71
LA,65+,$150k+,Black,Male,Some Coll,No Kids,Single,0
LA,65+,$150k+,Black,Male,Coll,Kids,Married,0
LA,65+,$150k+,Black,Male,Coll,Kids,Single,0
LA,65+,$150k+,Black,Male,Coll,No Kids,Married,0
LA,65+,$150k+,Black,Male,Coll,No Kids,Single,0
LA,65+,$150k+,Black,Male,Post-Grad,Kids,Married,0
LA,65+,$150k+,Black,Male,Post-Grad,Kids,Single,0
LA,65+,$150k+,Black,Male,Post-Grad,No Kids,Married,169
LA,65+,$150k+,Black,Male,Post-Grad,No Kids,Single,39
LA,65+,$150k+,Black,Female,< HS,Kids,Married,0
LA,65+,$150k+,Black,Female,< HS,Kids,Single,45
LA,65+,$150k+,Black,Female,< HS,No Kids,Married,27
LA,65+,$150k+,Black,Female,< HS,No Kids,Single,247
LA,65+,$150k+,Black,Female,HS,Kids,Married,0
LA,65+,$150k+,Black,Female,HS,Kids,Single,119
LA,65+,$150k+,Black,Female,HS,No Kids,Married,221
LA,65+,$150k+,Black,Female,HS,No Kids,Single,55
LA,65+,$150k+,Black,Female,Some Coll,Kids,Married,0
LA,65+,$150k+,Black,Female,Some Coll,Kids,Single,33
LA,65+,$150k+,Black,Female,Some Coll,No Kids,Married,62
LA,65+,$150k+,Black,Female,Some Coll,No Kids,Single,129
LA,65+,$150k+,Black,Female,Coll,Kids,Married,0
LA,65+,$150k+,Black,Female,Coll,Kids,Single,0
LA,65+,$150k+,Black,Female,Coll,No Kids,Married,0
LA,65+,$150k+,Black,Female,Coll,No Kids,Single,0
LA,65+,$150k+,Black,Female,Post-Grad,Kids,Married,0
LA,65+,$150k+,Black,Female,Post-Grad,Kids,Single,0
LA,65+,$150k+,Black,Female,Post-Grad,No Kids,Married,41
LA,65+,$150k+,Black,Female,Post-Grad,No Kids,Single,16
LA,65+,$150k+,Hispanic,Male,< HS,Kids,Married,0
LA,65+,$150k+,Hispanic,Male,< HS,Kids,Single,0
LA,65+,$150k+,Hispanic,Male,< HS,No Kids,Married,0
LA,65+,$150k+,Hispanic,Male,< HS,No Kids,Single,75
LA,65+,$150k+,Hispanic,Male,HS,Kids,Married,0
LA,65+,$150k+,Hispanic,Male,HS,Kids,Single,0
LA,65+,$150k+,Hispanic,Male,HS,No Kids,Married,0
LA,65+,$150k+,Hispanic,Male,HS,No Kids,Single,0
LA,65+,$150k+,Hispanic,Male,Some Coll,Kids,Married,0
LA,65+,$150k+,Hispanic,Male,Some Coll,Kids,Single,0
LA,65+,$150k+,Hispanic,Male,Some Coll,No Kids,Married,0
LA,65+,$150k+,Hispanic,Male,Some Coll,No Kids,Single,30
LA,65+,$150k+,Hispanic,Male,Coll,Kids,Married,0
LA,65+,$150k+,Hispanic,Male,Coll,Kids,Single,34
LA,65+,$150k+,Hispanic,Male,Coll,No Kids,Married,45
LA,65+,$150k+,Hispanic,Male,Coll,No Kids,Single,0
LA,65+,$150k+,Hispanic,Male,Post-Grad,Kids,Married,0
LA,65+,$150k+,Hispanic,Male,Post-Grad,Kids,Single,0
LA,65+,$150k+,Hispanic,Male,Post-Grad,No Kids,Married,8
LA,65+,$150k+,Hispanic,Male,Post-Grad,No Kids,Single,54
LA,65+,$150k+,Hispanic,Female,< HS,Kids,Married,0
LA,65+,$150k+,Hispanic,Female,< HS,Kids,Single,0
LA,65+,$150k+,Hispanic,Female,< HS,No Kids,Married,0
LA,65+,$150k+,Hispanic,Female,< HS,No Kids,Single,0
LA,65+,$150k+,Hispanic,Female,HS,Kids,Married,0
LA,65+,$150k+,Hispanic,Female,HS,Kids,Single,0
LA,65+,$150k+,Hispanic,Female,HS,No Kids,Married,0
LA,65+,$150k+,Hispanic,Female,HS,No Kids,Single,74
LA,65+,$150k+,Hispanic,Female,Some Coll,Kids,Married,0
LA,65+,$150k+,Hispanic,Female,Some Coll,Kids,Single,39
LA,65+,$150k+,Hispanic,Female,Some Coll,No Kids,Married,0
LA,65+,$150k+,Hispanic,Female,Some Coll,No Kids,Single,0
LA,65+,$150k+,Hispanic,Female,Coll,Kids,Married,0
LA,65+,$150k+,Hispanic,Female,Coll,Kids,Single,0
LA,65+,$150k+,Hispanic,Female,Coll,No Kids,Married,45
LA,65+,$150k+,Hispanic,Female,Coll,No Kids,Single,0
LA,65+,$150k+,Hispanic,Female,Post-Grad,Kids,Married,0
LA,65+,$150k+,Hispanic,Female,Post-Grad,Kids,Single,0
LA,65+,$150k+,Hispanic,Female,Post-Grad,No Kids,Married,64
LA,65+,$150k+,Hispanic,Female,Post-Grad,No Kids,Single,0
LA,65+,$150k+,Other,Male,< HS,Kids,Married,0
LA,65+,$150k+,Other,Male,< HS,Kids,Single,0
LA,65+,$150k+,Other,Male,< HS,No Kids,Married,0
LA,65+,$150k+,Other,Male,< HS,No Kids,Single,58
LA,65+,$150k+,Other,Male,HS,Kids,Married,0
LA,65+,$150k+,Other,Male,HS,Kids,Single,0
LA,65+,$150k+,Other,Male,HS,No Kids,Married,0
LA,65+,$150k+,Other,Male,HS,No Kids,Single,0
LA,65+,$150k+,Other,Male,Some Coll,Kids,Married,0
LA,65+,$150k+,Other,Male,Some Coll,Kids,Single,0
LA,65+,$150k+,Other,Male,Some Coll,No Kids,Married,19
LA,65+,$150k+,Other,Male,Some Coll,No Kids,Single,0
LA,65+,$150k+,Other,Male,Coll,Kids,Married,29
LA,65+,$150k+,Other,Male,Coll,Kids,Single,0
LA,65+,$150k+,Other,Male,Coll,No Kids,Married,0
LA,65+,$150k+,Other,Male,Coll,No Kids,Single,0
LA,65+,$150k+,Other,Male,Post-Grad,Kids,Married,0
LA,65+,$150k+,Other,Male,Post-Grad,Kids,Single,0
LA,65+,$150k+,Other,Male,Post-Grad,No Kids,Married,164
LA,65+,$150k+,Other,Male,Post-Grad,No Kids,Single,0
LA,65+,$150k+,Other,Female,< HS,Kids,Married,0
LA,65+,$150k+,Other,Female,< HS,Kids,Single,0
LA,65+,$150k+,Other,Female,< HS,No Kids,Married,26
LA,65+,$150k+,Other,Female,< HS,No Kids,Single,0
LA,65+,$150k+,Other,Female,HS,Kids,Married,30
LA,65+,$150k+,Other,Female,HS,Kids,Single,0
LA,65+,$150k+,Other,Female,HS,No Kids,Married,0
LA,65+,$150k+,Other,Female,HS,No Kids,Single,0
LA,65+,$150k+,Other,Female,Some Coll,Kids,Married,0
LA,65+,$150k+,Other,Female,Some Coll,Kids,Single,0
LA,65+,$150k+,Other,Female,Some Coll,No Kids,Married,0
LA,65+,$150k+,Other,Female,Some Coll,No Kids,Single,0
LA,65+,$150k+,Other,Female,Coll,Kids,Married,0
LA,65+,$150k+,Other,Female,Coll,Kids,Single,0
LA,65+,$150k+,Other,Female,Coll,No Kids,Married,0
LA,65+,$150k+,Other,Female,Coll,No Kids,Single,0
LA,65+,$150k+,Other,Female,Post-Grad,Kids,Married,0
LA,65+,$150k+,Other,Female,Post-Grad,Kids,Single,0
LA,65+,$150k+,Other,Female,Post-Grad,No Kids,Married,71
LA,65+,$150k+,Other,Female,Post-Grad,No Kids,Single,0
ME,18-29,$0-20k,White,Male,< HS,Kids,Married,197
ME,18-29,$0-20k,White,Male,< HS,Kids,Single,690
ME,18-29,$0-20k,White,Male,< HS,No Kids,Married,0
ME,18-29,$0-20k,White,Male,< HS,No Kids,Single,1182
ME,18-29,$0-20k,White,Male,HS,Kids,Married,542
ME,18-29,$0-20k,White,Male,HS,Kids,Single,490
ME,18-29,$0-20k,White,Male,HS,No Kids,Married,124
ME,18-29,$0-20k,White,Male,HS,No Kids,Single,1954
ME,18-29,$0-20k,White,Male,Some Coll,Kids,Married,270
ME,18-29,$0-20k,White,Male,Some Coll,Kids,Single,353
ME,18-29,$0-20k,White,Male,Some Coll,No Kids,Married,132
ME,18-29,$0-20k,White,Male,Some Coll,No Kids,Single,2297
ME,18-29,$0-20k,White,Male,Coll,Kids,Married,119
ME,18-29,$0-20k,White,Male,Coll,Kids,Single,45
ME,18-29,$0-20k,White,Male,Coll,No Kids,Married,91
ME,18-29,$0-20k,White,Male,Coll,No Kids,Single,790
ME,18-29,$0-20k,White,Male,Post-Grad,Kids,Married,0
ME,18-29,$0-20k,White,Male,Post-Grad,Kids,Single,0
ME,18-29,$0-20k,White,Male,Post-Grad,No Kids,Married,0
ME,18-29,$0-20k,White,Male,Post-Grad,No Kids,Single,125
ME,18-29,$0-20k,White,Female,< HS,Kids,Married,340
ME,18-29,$0-20k,White,Female,< HS,Kids,Single,816
ME,18-29,$0-20k,White,Female,< HS,No Kids,Married,0
ME,18-29,$0-20k,White,Female,< HS,No Kids,Single,679
ME,18-29,$0-20k,White,Female,HS,Kids,Married,720
ME,18-29,$0-20k,White,Female,HS,Kids,Single,2426
ME,18-29,$0-20k,White,Female,HS,No Kids,Married,94
ME,18-29,$0-20k,White,Female,HS,No Kids,Single,1845
ME,18-29,$0-20k,White,Female,Some Coll,Kids,Married,470
ME,18-29,$0-20k,White,Female,Some Coll,Kids,Single,1285
ME,18-29,$0-20k,White,Female,Some Coll,No Kids,Married,55
ME,18-29,$0-20k,White,Female,Some Coll,No Kids,Single,3167
ME,18-29,$0-20k,White,Female,Coll,Kids,Married,52
ME,18-29,$0-20k,White,Female,Coll,Kids,Single,115
ME,18-29,$0-20k,White,Female,Coll,No Kids,Married,30
ME,18-29,$0-20k,White,Female,Coll,No Kids,Single,857
ME,18-29,$0-20k,White,Female,Post-Grad,Kids,Married,0
ME,18-29,$0-20k,White,Female,Post-Grad,Kids,Single,0
ME,18-29,$0-20k,White,Female,Post-Grad,No Kids,Married,0
ME,18-29,$0-20k,White,Female,Post-Grad,No Kids,Single,111
ME,18-29,$0-20k,Black,Male,< HS,Kids,Married,0
ME,18-29,$0-20k,Black,Male,< HS,Kids,Single,0
ME,18-29,$0-20k,Black,Male,< HS,No Kids,Married,0
ME,18-29,$0-20k,Black,Male,< HS,No Kids,Single,0
ME,18-29,$0-20k,Black,Male,HS,Kids,Married,0
ME,18-29,$0-20k,Black,Male,HS,Kids,Single,0
ME,18-29,$0-20k,Black,Male,HS,No Kids,Married,32
ME,18-29,$0-20k,Black,Male,HS,No Kids,Single,178
ME,18-29,$0-20k,Black,Male,Some Coll,Kids,Married,0
ME,18-29,$0-20k,Black,Male,Some Coll,Kids,Single,122
ME,18-29,$0-20k,Black,Male,Some Coll,No Kids,Married,0
ME,18-29,$0-20k,Black,Male,Some Coll,No Kids,Single,0
ME,18-29,$0-20k,Black,Male,Coll,Kids,Married,0
ME,18-29,$0-20k,Black,Male,Coll,Kids,Single,0
ME,18-29,$0-20k,Black,Male,Coll,No Kids,Married,0
ME,18-29,$0-20k,Black,Male,Coll,No Kids,Single,30
ME,18-29,$0-20k,Black,Male,Post-Grad,Kids,Married,0
ME,18-29,$0-20k,Black,Male,Post-Grad,Kids,Single,0
ME,18-29,$0-20k,Black,Male,Post-Grad,No Kids,Married,0
ME,18-29,$0-20k,Black,Male,Post-Grad,No Kids,Single,0
ME,18-29,$0-20k,Black,Female,< HS,Kids,Married,0
ME,18-29,$0-20k,Black,Female,< HS,Kids,Single,84
ME,18-29,$0-20k,Black,Female,< HS,No Kids,Married,0
ME,18-29,$0-20k,Black,Female,< HS,No Kids,Single,0
ME,18-29,$0-20k,Black,Female,HS,Kids,Married,29
ME,18-29,$0-20k,Black,Female,HS,Kids,Single,37
ME,18-29,$0-20k,Black,Female,HS,No Kids,Married,0
ME,18-29,$0-20k,Black,Female,HS,No Kids,Single,128
ME,18-29,$0-20k,Black,Female,Some Coll,Kids,Married,0
ME,18-29,$0-20k,Black,Female,Some Coll,Kids,Single,0
ME,18-29,$0-20k,Black,Female,Some Coll,No Kids,Married,0
ME,18-29,$0-20k,Black,Female,Some Coll,No Kids,Single,0
ME,18-29,$0-20k,Black,Female,Coll,Kids,Married,0
ME,18-29,$0-20k,Black,Female,Coll,Kids,Single,0
ME,18-29,$0-20k,Black,Female,Coll,No Kids,Married,0
ME,18-29,$0-20k,Black,Female,Coll,No Kids,Single,0
ME,18-29,$0-20k,Black,Female,Post-Grad,Kids,Married,0
ME,18-29,$0-20k,Black,Female,Post-Grad,Kids,Single,0
ME,18-29,$0-20k,Black,Female,Post-Grad,No Kids,Married,0
ME,18-29,$0-20k,Black,Female,Post-Grad,No Kids,Single,0
ME,18-29,$0-20k,Hispanic,Male,< HS,Kids,Married,0
ME,18-29,$0-20k,Hispanic,Male,< HS,Kids,Single,0
ME,18-29,$0-20k,Hispanic,Male,< HS,No Kids,Married,0
ME,18-29,$0-20k,Hispanic,Male,< HS,No Kids,Single,19
ME,18-29,$0-20k,Hispanic,Male,HS,Kids,Married,0
ME,18-29,$0-20k,Hispanic,Male,HS,Kids,Single,0
ME,18-29,$0-20k,Hispanic,Male,HS,No Kids,Married,0
ME,18-29,$0-20k,Hispanic,Male,HS,No Kids,Single,0
ME,18-29,$0-20k,Hispanic,Male,Some Coll,Kids,Married,0
ME,18-29,$0-20k,Hispanic,Male,Some Coll,Kids,Single,16
ME,18-29,$0-20k,Hispanic,Male,Some Coll,No Kids,Married,0
ME,18-29,$0-20k,Hispanic,Male,Some Coll,No Kids,Single,0
ME,18-29,$0-20k,Hispanic,Male,Coll,Kids,Married,0
ME,18-29,$0-20k,Hispanic,Male,Coll,Kids,Single,0
ME,18-29,$0-20k,Hispanic,Male,Coll,No Kids,Married,0
ME,18-29,$0-20k,Hispanic,Male,Coll,No Kids,Single,0
ME,18-29,$0-20k,Hispanic,Male,Post-Grad,Kids,Married,0
ME,18-29,$0-20k,Hispanic,Male,Post-Grad,Kids,Single,0
ME,18-29,$0-20k,Hispanic,Male,Post-Grad,No Kids,Married,0
ME,18-29,$0-20k,Hispanic,Male,Post-Grad,No Kids,Single,0
ME,18-29,$0-20k,Hispanic,Female,< HS,Kids,Married,0
ME,18-29,$0-20k,Hispanic,Female,< HS,Kids,Single,0
ME,18-29,$0-20k,Hispanic,Female,< HS,No Kids,Married,0
ME,18-29,$0-20k,Hispanic,Female,< HS,No Kids,Single,117
ME,18-29,$0-20k,Hispanic,Female,HS,Kids,Married,0
ME,18-29,$0-20k,Hispanic,Female,HS,Kids,Single,37
ME,18-29,$0-20k,Hispanic,Female,HS,No Kids,Married,0
ME,18-29,$0-20k,Hispanic,Female,HS,No Kids,Single,0
ME,18-29,$0-20k,Hispanic,Female,Some Coll,Kids,Married,0
ME,18-29,$0-20k,Hispanic,Female,Some Coll,Kids,Single,132
ME,18-29,$0-20k,Hispanic,Female,Some Coll,No Kids,Married,0
ME,18-29,$0-20k,Hispanic,Female,Some Coll,No Kids,Single,154
ME,18-29,$0-20k,Hispanic,Female,Coll,Kids,Married,0
ME,18-29,$0-20k,Hispanic,Female,Coll,Kids,Single,0
ME,18-29,$0-20k,Hispanic,Female,Coll,No Kids,Married,0
ME,18-29,$0-20k,Hispanic,Female,Coll,No Kids,Single,23
ME,18-29,$0-20k,Hispanic,Female,Post-Grad,Kids,Married,0
ME,18-29,$0-20k,Hispanic,Female,Post-Grad,Kids,Single,0
ME,18-29,$0-20k,Hispanic,Female,Post-Grad,No Kids,Married,0
ME,18-29,$0-20k,Hispanic,Female,Post-Grad,No Kids,Single,0
ME,18-29,$0-20k,Other,Male,< HS,Kids,Married,0
ME,18-29,$0-20k,Other,Male,< HS,Kids,Single,168
ME,18-29,$0-20k,Other,Male,< HS,No Kids,Married,0
ME,18-29,$0-20k,Other,Male,< HS,No Kids,Single,97
ME,18-29,$0-20k,Other,Male,HS,Kids,Married,13
ME,18-29,$0-20k,Other,Male,HS,Kids,Single,19
ME,18-29,$0-20k,Other,Male,HS,No Kids,Married,0
ME,18-29,$0-20k,Other,Male,HS,No Kids,Single,38
ME,18-29,$0-20k,Other,Male,Some Coll,Kids,Married,0
ME,18-29,$0-20k,Other,Male,Some Coll,Kids,Single,88
ME,18-29,$0-20k,Other,Male,Some Coll,No Kids,Married,0
ME,18-29,$0-20k,Other,Male,Some Coll,No Kids,Single,203
ME,18-29,$0-20k,Other,Male,Coll,Kids,Married,0
ME,18-29,$0-20k,Other,Male,Coll,Kids,Single,0
ME,18-29,$0-20k,Other,Male,Coll,No Kids,Married,0
ME,18-29,$0-20k,Other,Male,Coll,No Kids,Single,85
ME,18-29,$0-20k,Other,Male,Post-Grad,Kids,Married,0
ME,18-29,$0-20k,Other,Male,Post-Grad,Kids,Single,0
ME,18-29,$0-20k,Other,Male,Post-Grad,No Kids,Married,0
ME,18-29,$0-20k,Other,Male,Post-Grad,No Kids,Single,0
ME,18-29,$0-20k,Other,Female,< HS,Kids,Married,0
ME,18-29,$0-20k,Other,Female,< HS,Kids,Single,160
ME,18-29,$0-20k,Other,Female,< HS,No Kids,Married,0
ME,18-29,$0-20k,Other,Female,< HS,No Kids,Single,0
ME,18-29,$0-20k,Other,Female,HS,Kids,Married,0
ME,18-29,$0-20k,Other,Female,HS,Kids,Single,81
ME,18-29,$0-20k,Other,Female,HS,No Kids,Married,24
ME,18-29,$0-20k,Other,Female,HS,No Kids,Single,272
ME,18-29,$0-20k,Other,Female,Some Coll,Kids,Married,23
ME,18-29,$0-20k,Other,Female,Some Coll,Kids,Single,158
ME,18-29,$0-20k,Other,Female,Some Coll,No Kids,Married,0
ME,18-29,$0-20k,Other,Female,Some Coll,No Kids,Single,26
ME,18-29,$0-20k,Other,Female,Coll,Kids,Married,0
ME,18-29,$0-20k,Other,Female,Coll,Kids,Single,0
