stt,age,inc,eth,sex,edu,kid,mar,pop2008
HI,65+,$40-75k,White,Female,Post-Grad,Kids,Married,0
HI,65+,$40-75k,White,Female,Post-Grad,Kids,Single,0
HI,65+,$40-75k,White,Female,Post-Grad,No Kids,Married,310
HI,65+,$40-75k,White,Female,Post-Grad,No Kids,Single,531
HI,65+,$40-75k,Black,Male,< HS,Kids,Married,0
HI,65+,$40-75k,Black,Male,< HS,Kids,Single,0
HI,65+,$40-75k,Black,Male,< HS,No Kids,Married,0
HI,65+,$40-75k,Black,Male,< HS,No Kids,Single,0
HI,65+,$40-75k,Black,Male,HS,Kids,Married,0
HI,65+,$40-75k,Black,Male,HS,Kids,Single,0
HI,65+,$40-75k,Black,Male,HS,No Kids,Married,126
HI,65+,$40-75k,Black,Male,HS,No Kids,Single,0
HI,65+,$40-75k,Black,Male,Some Coll,Kids,Married,0
HI,65+,$40-75k,Black,Male,Some Coll,Kids,Single,0
HI,65+,$40-75k,Black,Male,Some Coll,No Kids,Married,71
HI,65+,$40-75k,Black,Male,Some Coll,No Kids,Single,0
HI,65+,$40-75k,Black,Male,Coll,Kids,Married,0
HI,65+,$40-75k,Black,Male,Coll,Kids,Single,0
HI,65+,$40-75k,Black,Male,Coll,No Kids,Married,0
HI,65+,$40-75k,Black,Male,Coll,No Kids,Single,0
HI,65+,$40-75k,Black,Male,Post-Grad,Kids,Married,0
HI,65+,$40-75k,Black,Male,Post-Grad,Kids,Single,0
HI,65+,$40-75k,Black,Male,Post-Grad,No Kids,Married,0
HI,65+,$40-75k,Black,Male,Post-Grad,No Kids,Single,0
HI,65+,$40-75k,Black,Female,< HS,Kids,Married,0
HI,65+,$40-75k,Black,Female,< HS,Kids,Single,0
HI,65+,$40-75k,Black,Female,< HS,No Kids,Married,0
HI,65+,$40-75k,Black,Female,< HS,No Kids,Single,41
HI,65+,$40-75k,Black,Female,HS,Kids,Married,0
HI,65+,$40-75k,Black,Female,HS,Kids,Single,0
HI,65+,$40-75k,Black,Female,HS,No Kids,Married,0
HI,65+,$40-75k,Black,Female,HS,No Kids,Single,0
HI,65+,$40-75k,Black,Female,Some Coll,Kids,Married,0
HI,65+,$40-75k,Black,Female,Some Coll,Kids,Single,0
HI,65+,$40-75k,Black,Female,Some Coll,No Kids,Married,64
HI,65+,$40-75k,Black,Female,Some Coll,No Kids,Single,49
HI,65+,$40-75k,Black,Female,Coll,Kids,Married,0
HI,65+,$40-75k,Black,Female,Coll,Kids,Single,0
HI,65+,$40-75k,Black,Female,Coll,No Kids,Married,0
HI,65+,$40-75k,Black,Female,Coll,No Kids,Single,0
HI,65+,$40-75k,Black,Female,Post-Grad,Kids,Married,0
HI,65+,$40-75k,Black,Female,Post-Grad,Kids,Single,0
HI,65+,$40-75k,Black,Female,Post-Grad,No Kids,Married,0
HI,65+,$40-75k,Black,Female,Post-Grad,No Kids,Single,0
HI,65+,$40-75k,Hispanic,Male,< HS,Kids,Married,0
HI,65+,$40-75k,Hispanic,Male,< HS,Kids,Single,12
HI,65+,$40-75k,Hispanic,Male,< HS,No Kids,Married,87
HI,65+,$40-75k,Hispanic,Male,< HS,No Kids,Single,148
HI,65+,$40-75k,Hispanic,Male,HS,Kids,Married,0
HI,65+,$40-75k,Hispanic,Male,HS,Kids,Single,0
HI,65+,$40-75k,Hispanic,Male,HS,No Kids,Married,193
HI,65+,$40-75k,Hispanic,Male,HS,No Kids,Single,167
HI,65+,$40-75k,Hispanic,Male,Some Coll,Kids,Married,0
HI,65+,$40-75k,Hispanic,Male,Some Coll,Kids,Single,0
HI,65+,$40-75k,Hispanic,Male,Some Coll,No Kids,Married,40
HI,65+,$40-75k,Hispanic,Male,Some Coll,No Kids,Single,0
HI,65+,$40-75k,Hispanic,Male,Coll,Kids,Married,0
HI,65+,$40-75k,Hispanic,Male,Coll,Kids,Single,0
HI,65+,$40-75k,Hispanic,Male,Coll,No Kids,Married,0
HI,65+,$40-75k,Hispanic,Male,Coll,No Kids,Single,0
HI,65+,$40-75k,Hispanic,Male,Post-Grad,Kids,Married,0
HI,65+,$40-75k,Hispanic,Male,Post-Grad,Kids,Single,0
HI,65+,$40-75k,Hispanic,Male,Post-Grad,No Kids,Married,0
HI,65+,$40-75k,Hispanic,Male,Post-Grad,No Kids,Single,0
HI,65+,$40-75k,Hispanic,Female,< HS,Kids,Married,0
HI,65+,$40-75k,Hispanic,Female,< HS,Kids,Single,26
HI,65+,$40-75k,Hispanic,Female,< HS,No Kids,Married,45
HI,65+,$40-75k,Hispanic,Female,< HS,No Kids,Single,48
HI,65+,$40-75k,Hispanic,Female,HS,Kids,Married,0
HI,65+,$40-75k,Hispanic,Female,HS,Kids,Single,0
HI,65+,$40-75k,Hispanic,Female,HS,No Kids,Married,118
HI,65+,$40-75k,Hispanic,Female,HS,No Kids,Single,59
HI,65+,$40-75k,Hispanic,Female,Some Coll,Kids,Married,0
HI,65+,$40-75k,Hispanic,Female,Some Coll,Kids,Single,0
HI,65+,$40-75k,Hispanic,Female,Some Coll,No Kids,Married,97
HI,65+,$40-75k,Hispanic,Female,Some Coll,No Kids,Single,39
HI,65+,$40-75k,Hispanic,Female,Coll,Kids,Married,0
HI,65+,$40-75k,Hispanic,Female,Coll,Kids,Single,0
HI,65+,$40-75k,Hispanic,Female,Coll,No Kids,Married,19
HI,65+,$40-75k,Hispanic,Female,Coll,No Kids,Single,28
HI,65+,$40-75k,Hispanic,Female,Post-Grad,Kids,Married,0
HI,65+,$40-75k,Hispanic,Female,Post-Grad,Kids,Single,0
HI,65+,$40-75k,Hispanic,Female,Post-Grad,No Kids,Married,0
HI,65+,$40-75k,Hispanic,Female,Post-Grad,No Kids,Single,0
HI,65+,$40-75k,Other,Male,< HS,Kids,Married,161
HI,65+,$40-75k,Other,Male,< HS,Kids,Single,48
HI,65+,$40-75k,Other,Male,< HS,No Kids,Married,1862
HI,65+,$40-75k,Other,Male,< HS,No Kids,Single,712
HI,65+,$40-75k,Other,Male,HS,Kids,Married,128
HI,65+,$40-75k,Other,Male,HS,Kids,Single,62
HI,65+,$40-75k,Other,Male,HS,No Kids,Married,4603
HI,65+,$40-75k,Other,Male,HS,No Kids,Single,1093
HI,65+,$40-75k,Other,Male,Some Coll,Kids,Married,8
HI,65+,$40-75k,Other,Male,Some Coll,Kids,Single,72
HI,65+,$40-75k,Other,Male,Some Coll,No Kids,Married,2650
HI,65+,$40-75k,Other,Male,Some Coll,No Kids,Single,731
HI,65+,$40-75k,Other,Male,Coll,Kids,Married,32
HI,65+,$40-75k,Other,Male,Coll,Kids,Single,0
HI,65+,$40-75k,Other,Male,Coll,No Kids,Married,1132
HI,65+,$40-75k,Other,Male,Coll,No Kids,Single,286
HI,65+,$40-75k,Other,Male,Post-Grad,Kids,Married,0
HI,65+,$40-75k,Other,Male,Post-Grad,Kids,Single,0
HI,65+,$40-75k,Other,Male,Post-Grad,No Kids,Married,613
HI,65+,$40-75k,Other,Male,Post-Grad,No Kids,Single,216
HI,65+,$40-75k,Other,Female,< HS,Kids,Married,85
HI,65+,$40-75k,Other,Female,< HS,Kids,Single,169
HI,65+,$40-75k,Other,Female,< HS,No Kids,Married,1601
HI,65+,$40-75k,Other,Female,< HS,No Kids,Single,2350
HI,65+,$40-75k,Other,Female,HS,Kids,Married,81
HI,65+,$40-75k,Other,Female,HS,Kids,Single,506
HI,65+,$40-75k,Other,Female,HS,No Kids,Married,3427
HI,65+,$40-75k,Other,Female,HS,No Kids,Single,3259
HI,65+,$40-75k,Other,Female,Some Coll,Kids,Married,41
HI,65+,$40-75k,Other,Female,Some Coll,Kids,Single,96
HI,65+,$40-75k,Other,Female,Some Coll,No Kids,Married,1927
HI,65+,$40-75k,Other,Female,Some Coll,No Kids,Single,1178
HI,65+,$40-75k,Other,Female,Coll,Kids,Married,0
HI,65+,$40-75k,Other,Female,Coll,Kids,Single,28
HI,65+,$40-75k,Other,Female,Coll,No Kids,Married,744
HI,65+,$40-75k,Other,Female,Coll,No Kids,Single,801
HI,65+,$40-75k,Other,Female,Post-Grad,Kids,Married,0
HI,65+,$40-75k,Other,Female,Post-Grad,Kids,Single,0
HI,65+,$40-75k,Other,Female,Post-Grad,No Kids,Married,589
HI,65+,$40-75k,Other,Female,Post-Grad,No Kids,Single,466
HI,65+,$75-150k,White,Male,< HS,Kids,Married,37
HI,65+,$75-150k,White,Male,< HS,Kids,Single,17
HI,65+,$75-150k,White,Male,< HS,No Kids,Married,82
HI,65+,$75-150k,White,Male,< HS,No Kids,Single,148
HI,65+,$75-150k,White,Male,HS,Kids,Married,6
HI,65+,$75-150k,White,Male,HS,Kids,Single,0
HI,65+,$75-150k,White,Male,HS,No Kids,Married,809
HI,65+,$75-150k,White,Male,HS,No Kids,Single,138
HI,65+,$75-150k,White,Male,Some Coll,Kids,Married,79
HI,65+,$75-150k,White,Male,Some Coll,Kids,Single,28
HI,65+,$75-150k,White,Male,Some Coll,No Kids,Married,924
HI,65+,$75-150k,White,Male,Some Coll,No Kids,Single,170
HI,65+,$75-150k,White,Male,Coll,Kids,Married,44
HI,65+,$75-150k,White,Male,Coll,Kids,Single,0
HI,65+,$75-150k,White,Male,Coll,No Kids,Married,1146
HI,65+,$75-150k,White,Male,Coll,No Kids,Single,142
HI,65+,$75-150k,White,Male,Post-Grad,Kids,Married,0
HI,65+,$75-150k,White,Male,Post-Grad,Kids,Single,0
HI,65+,$75-150k,White,Male,Post-Grad,No Kids,Married,1209
HI,65+,$75-150k,White,Male,Post-Grad,No Kids,Single,270
HI,65+,$75-150k,White,Female,< HS,Kids,Married,0
HI,65+,$75-150k,White,Female,< HS,Kids,Single,17
HI,65+,$75-150k,White,Female,< HS,No Kids,Married,170
HI,65+,$75-150k,White,Female,< HS,No Kids,Single,155
HI,65+,$75-150k,White,Female,HS,Kids,Married,0
HI,65+,$75-150k,White,Female,HS,Kids,Single,99
HI,65+,$75-150k,White,Female,HS,No Kids,Married,408
HI,65+,$75-150k,White,Female,HS,No Kids,Single,526
HI,65+,$75-150k,White,Female,Some Coll,Kids,Married,0
HI,65+,$75-150k,White,Female,Some Coll,Kids,Single,115
HI,65+,$75-150k,White,Female,Some Coll,No Kids,Married,694
HI,65+,$75-150k,White,Female,Some Coll,No Kids,Single,252
HI,65+,$75-150k,White,Female,Coll,Kids,Married,18
HI,65+,$75-150k,White,Female,Coll,Kids,Single,143
HI,65+,$75-150k,White,Female,Coll,No Kids,Married,706
HI,65+,$75-150k,White,Female,Coll,No Kids,Single,269
HI,65+,$75-150k,White,Female,Post-Grad,Kids,Married,0
HI,65+,$75-150k,White,Female,Post-Grad,Kids,Single,0
HI,65+,$75-150k,White,Female,Post-Grad,No Kids,Married,306
HI,65+,$75-150k,White,Female,Post-Grad,No Kids,Single,135
HI,65+,$75-150k,Black,Male,< HS,Kids,Married,0
HI,65+,$75-150k,Black,Male,< HS,Kids,Single,0
HI,65+,$75-150k,Black,Male,< HS,No Kids,Married,0
HI,65+,$75-150k,Black,Male,< HS,No Kids,Single,76
HI,65+,$75-150k,Black,Male,HS,Kids,Married,0
HI,65+,$75-150k,Black,Male,HS,Kids,Single,0
HI,65+,$75-150k,Black,Male,HS,No Kids,Married,0
HI,65+,$75-150k,Black,Male,HS,No Kids,Single,0
HI,65+,$75-150k,Black,Male,Some Coll,Kids,Married,0
HI,65+,$75-150k,Black,Male,Some Coll,Kids,Single,0
HI,65+,$75-150k,Black,Male,Some Coll,No Kids,Married,0
HI,65+,$75-150k,Black,Male,Some Coll,No Kids,Single,0
HI,65+,$75-150k,Black,Male,Coll,Kids,Married,0
HI,65+,$75-150k,Black,Male,Coll,Kids,Single,0
HI,65+,$75-150k,Black,Male,Coll,No Kids,Married,96
HI,65+,$75-150k,Black,Male,Coll,No Kids,Single,0
HI,65+,$75-150k,Black,Male,Post-Grad,Kids,Married,0
HI,65+,$75-150k,Black,Male,Post-Grad,Kids,Single,0
HI,65+,$75-150k,Black,Male,Post-Grad,No Kids,Married,0
HI,65+,$75-150k,Black,Male,Post-Grad,No Kids,Single,62
HI,65+,$75-150k,Black,Female,< HS,Kids,Married,0
HI,65+,$75-150k,Black,Female,< HS,Kids,Single,0
HI,65+,$75-150k,Black,Female,< HS,No Kids,Married,0
HI,65+,$75-150k,Black,Female,< HS,No Kids,Single,0
HI,65+,$75-150k,Black,Female,HS,Kids,Married,0
HI,65+,$75-150k,Black,Female,HS,Kids,Single,0
HI,65+,$75-150k,Black,Female,HS,No Kids,Married,0
HI,65+,$75-150k,Black,Female,HS,No Kids,Single,0
HI,65+,$75-150k,Black,Female,Some Coll,Kids,Married,0
HI,65+,$75-150k,Black,Female,Some Coll,Kids,Single,0
HI,65+,$75-150k,Black,Female,Some Coll,No Kids,Married,0
HI,65+,$75-150k,Black,Female,Some Coll,No Kids,Single,0
HI,65+,$75-150k,Black,Female,Coll,Kids,Married,0
HI,65+,$75-150k,Black,Female,Coll,Kids,Single,0
HI,65+,$75-150k,Black,Female,Coll,No Kids,Married,0
HI,65+,$75-150k,Black,Female,Coll,No Kids,Single,0
HI,65+,$75-150k,Black,Female,Post-Grad,Kids,Married,0
HI,65+,$75-150k,Black,Female,Post-Grad,Kids,Single,0
HI,65+,$75-150k,Black,Female,Post-Grad,No Kids,Married,0
HI,65+,$75-150k,Black,Female,Post-Grad,No Kids,Single,0
HI,65+,$75-150k,Hispanic,Male,< HS,Kids,Married,0
HI,65+,$75-150k,Hispanic,Male,< HS,Kids,Single,0
HI,65+,$75-150k,Hispanic,Male,< HS,No Kids,Married,83
HI,65+,$75-150k,Hispanic,Male,< HS,No Kids,Single,52
HI,65+,$75-150k,Hispanic,Male,HS,Kids,Married,11
HI,65+,$75-150k,Hispanic,Male,HS,Kids,Single,0
HI,65+,$75-150k,Hispanic,Male,HS,No Kids,Married,248
HI,65+,$75-150k,Hispanic,Male,HS,No Kids,Single,0
HI,65+,$75-150k,Hispanic,Male,Some Coll,Kids,Married,0
HI,65+,$75-150k,Hispanic,Male,Some Coll,Kids,Single,0
HI,65+,$75-150k,Hispanic,Male,Some Coll,No Kids,Married,21
HI,65+,$75-150k,Hispanic,Male,Some Coll,No Kids,Single,0
HI,65+,$75-150k,Hispanic,Male,Coll,Kids,Married,0
HI,65+,$75-150k,Hispanic,Male,Coll,Kids,Single,0
HI,65+,$75-150k,Hispanic,Male,Coll,No Kids,Married,57
HI,65+,$75-150k,Hispanic,Male,Coll,No Kids,Single,0
HI,65+,$75-150k,Hispanic,Male,Post-Grad,Kids,Married,0
HI,65+,$75-150k,Hispanic,Male,Post-Grad,Kids,Single,0
HI,65+,$75-150k,Hispanic,Male,Post-Grad,No Kids,Married,32
HI,65+,$75-150k,Hispanic,Male,Post-Grad,No Kids,Single,0
HI,65+,$75-150k,Hispanic,Female,< HS,Kids,Married,0
HI,65+,$75-150k,Hispanic,Female,< HS,Kids,Single,0
HI,65+,$75-150k,Hispanic,Female,< HS,No Kids,Married,42
HI,65+,$75-150k,Hispanic,Female,< HS,No Kids,Single,99
HI,65+,$75-150k,Hispanic,Female,HS,Kids,Married,0
HI,65+,$75-150k,Hispanic,Female,HS,Kids,Single,0
HI,65+,$75-150k,Hispanic,Female,HS,No Kids,Married,277
HI,65+,$75-150k,Hispanic,Female,HS,No Kids,Single,110
HI,65+,$75-150k,Hispanic,Female,Some Coll,Kids,Married,0
HI,65+,$75-150k,Hispanic,Female,Some Coll,Kids,Single,0
HI,65+,$75-150k,Hispanic,Female,Some Coll,No Kids,Married,0
HI,65+,$75-150k,Hispanic,Female,Some Coll,No Kids,Single,0
HI,65+,$75-150k,Hispanic,Female,Coll,Kids,Married,0
HI,65+,$75-150k,Hispanic,Female,Coll,Kids,Single,0
HI,65+,$75-150k,Hispanic,Female,Coll,No Kids,Married,50
HI,65+,$75-150k,Hispanic,Female,Coll,No Kids,Single,7
HI,65+,$75-150k,Hispanic,Female,Post-Grad,Kids,Married,0
HI,65+,$75-150k,Hispanic,Female,Post-Grad,Kids,Single,0
HI,65+,$75-150k,Hispanic,Female,Post-Grad,No Kids,Married,17
HI,65+,$75-150k,Hispanic,Female,Post-Grad,No Kids,Single,0
HI,65+,$75-150k,Other,Male,< HS,Kids,Married,226
HI,65+,$75-150k,Other,Male,< HS,Kids,Single,62
HI,65+,$75-150k,Other,Male,< HS,No Kids,Married,1839
HI,65+,$75-150k,Other,Male,< HS,No Kids,Single,540
HI,65+,$75-150k,Other,Male,HS,Kids,Married,403
HI,65+,$75-150k,Other,Male,HS,Kids,Single,287
HI,65+,$75-150k,Other,Male,HS,No Kids,Married,4047
HI,65+,$75-150k,Other,Male,HS,No Kids,Single,923
HI,65+,$75-150k,Other,Male,Some Coll,Kids,Married,149
HI,65+,$75-150k,Other,Male,Some Coll,Kids,Single,158
HI,65+,$75-150k,Other,Male,Some Coll,No Kids,Married,2414
HI,65+,$75-150k,Other,Male,Some Coll,No Kids,Single,290
HI,65+,$75-150k,Other,Male,Coll,Kids,Married,124
HI,65+,$75-150k,Other,Male,Coll,Kids,Single,107
HI,65+,$75-150k,Other,Male,Coll,No Kids,Married,2269
HI,65+,$75-150k,Other,Male,Coll,No Kids,Single,180
HI,65+,$75-150k,Other,Male,Post-Grad,Kids,Married,27
HI,65+,$75-150k,Other,Male,Post-Grad,Kids,Single,26
HI,65+,$75-150k,Other,Male,Post-Grad,No Kids,Married,1512
HI,65+,$75-150k,Other,Male,Post-Grad,No Kids,Single,270
HI,65+,$75-150k,Other,Female,< HS,Kids,Married,59
HI,65+,$75-150k,Other,Female,< HS,Kids,Single,711
HI,65+,$75-150k,Other,Female,< HS,No Kids,Married,1534
HI,65+,$75-150k,Other,Female,< HS,No Kids,Single,2289
HI,65+,$75-150k,Other,Female,HS,Kids,Married,286
HI,65+,$75-150k,Other,Female,HS,Kids,Single,562
HI,65+,$75-150k,Other,Female,HS,No Kids,Married,3941
HI,65+,$75-150k,Other,Female,HS,No Kids,Single,2897
HI,65+,$75-150k,Other,Female,Some Coll,Kids,Married,56
HI,65+,$75-150k,Other,Female,Some Coll,Kids,Single,45
HI,65+,$75-150k,Other,Female,Some Coll,No Kids,Married,1793
HI,65+,$75-150k,Other,Female,Some Coll,No Kids,Single,1162
HI,65+,$75-150k,Other,Female,Coll,Kids,Married,0
HI,65+,$75-150k,Other,Female,Coll,Kids,Single,141
HI,65+,$75-150k,Other,Female,Coll,No Kids,Married,1340
HI,65+,$75-150k,Other,Female,Coll,No Kids,Single,398
HI,65+,$75-150k,Other,Female,Post-Grad,Kids,Married,0
HI,65+,$75-150k,Other,Female,Post-Grad,Kids,Single,0
HI,65+,$75-150k,Other,Female,Post-Grad,No Kids,Married,904
HI,65+,$75-150k,Other,Female,Post-Grad,No Kids,Single,332
HI,65+,$150k+,White,Male,< HS,Kids,Married,0
HI,65+,$150k+,White,Male,< HS,Kids,Single,0
HI,65+,$150k+,White,Male,< HS,No Kids,Married,26
HI,65+,$150k+,White,Male,< HS,No Kids,Single,31
HI,65+,$150k+,White,Male,HS,Kids,Married,28
HI,65+,$150k+,White,Male,HS,Kids,Single,0
HI,65+,$150k+,White,Male,HS,No Kids,Married,153
HI,65+,$150k+,White,Male,HS,No Kids,Single,100
HI,65+,$150k+,White,Male,Some Coll,Kids,Married,68
HI,65+,$150k+,White,Male,Some Coll,Kids,Single,34
HI,65+,$150k+,White,Male,Some Coll,No Kids,Married,231
HI,65+,$150k+,White,Male,Some Coll,No Kids,Single,92
HI,65+,$150k+,White,Male,Coll,Kids,Married,25
HI,65+,$150k+,White,Male,Coll,Kids,Single,0
HI,65+,$150k+,White,Male,Coll,No Kids,Married,411
HI,65+,$150k+,White,Male,Coll,No Kids,Single,172
HI,65+,$150k+,White,Male,Post-Grad,Kids,Married,37
HI,65+,$150k+,White,Male,Post-Grad,Kids,Single,0
HI,65+,$150k+,White,Male,Post-Grad,No Kids,Married,1284
HI,65+,$150k+,White,Male,Post-Grad,No Kids,Single,259
HI,65+,$150k+,White,Female,< HS,Kids,Married,44
HI,65+,$150k+,White,Female,< HS,Kids,Single,0
HI,65+,$150k+,White,Female,< HS,No Kids,Married,20
HI,65+,$150k+,White,Female,< HS,No Kids,Single,113
HI,65+,$150k+,White,Female,HS,Kids,Married,0
HI,65+,$150k+,White,Female,HS,Kids,Single,20
HI,65+,$150k+,White,Female,HS,No Kids,Married,184
HI,65+,$150k+,White,Female,HS,No Kids,Single,130
HI,65+,$150k+,White,Female,Some Coll,Kids,Married,34
HI,65+,$150k+,White,Female,Some Coll,Kids,Single,0
HI,65+,$150k+,White,Female,Some Coll,No Kids,Married,246
HI,65+,$150k+,White,Female,Some Coll,No Kids,Single,393
HI,65+,$150k+,White,Female,Coll,Kids,Married,0
HI,65+,$150k+,White,Female,Coll,Kids,Single,62
HI,65+,$150k+,White,Female,Coll,No Kids,Married,243
HI,65+,$150k+,White,Female,Coll,No Kids,Single,234
HI,65+,$150k+,White,Female,Post-Grad,Kids,Married,0
HI,65+,$150k+,White,Female,Post-Grad,Kids,Single,0
HI,65+,$150k+,White,Female,Post-Grad,No Kids,Married,458
HI,65+,$150k+,White,Female,Post-Grad,No Kids,Single,124
HI,65+,$150k+,Black,Male,< HS,Kids,Married,0
HI,65+,$150k+,Black,Male,< HS,Kids,Single,0
HI,65+,$150k+,Black,Male,< HS,No Kids,Married,0
HI,65+,$150k+,Black,Male,< HS,No Kids,Single,0
HI,65+,$150k+,Black,Male,HS,Kids,Married,0
HI,65+,$150k+,Black,Male,HS,Kids,Single,0
HI,65+,$150k+,Black,Male,HS,No Kids,Married,0
HI,65+,$150k+,Black,Male,HS,No Kids,Single,0
HI,65+,$150k+,Black,Male,Some Coll,Kids,Married,0
HI,65+,$150k+,Black,Male,Some Coll,Kids,Single,0
HI,65+,$150k+,Black,Male,Some Coll,No Kids,Married,0
HI,65+,$150k+,Black,Male,Some Coll,No Kids,Single,0
HI,65+,$150k+,Black,Male,Coll,Kids,Married,0
HI,65+,$150k+,Black,Male,Coll,Kids,Single,0
HI,65+,$150k+,Black,Male,Coll,No Kids,Married,0
HI,65+,$150k+,Black,Male,Coll,No Kids,Single,0
HI,65+,$150k+,Black,Male,Post-Grad,Kids,Married,0
HI,65+,$150k+,Black,Male,Post-Grad,Kids,Single,0
HI,65+,$150k+,Black,Male,Post-Grad,No Kids,Married,64
HI,65+,$150k+,Black,Male,Post-Grad,No Kids,Single,0
HI,65+,$150k+,Black,Female,< HS,Kids,Married,0
HI,65+,$150k+,Black,Female,< HS,Kids,Single,0
HI,65+,$150k+,Black,Female,< HS,No Kids,Married,0
HI,65+,$150k+,Black,Female,< HS,No Kids,Single,0
HI,65+,$150k+,Black,Female,HS,Kids,Married,0
HI,65+,$150k+,Black,Female,HS,Kids,Single,0
HI,65+,$150k+,Black,Female,HS,No Kids,Married,0
HI,65+,$150k+,Black,Female,HS,No Kids,Single,0
HI,65+,$150k+,Black,Female,Some Coll,Kids,Married,0
HI,65+,$150k+,Black,Female,Some Coll,Kids,Single,0
HI,65+,$150k+,Black,Female,Some Coll,No Kids,Married,0
HI,65+,$150k+,Black,Female,Some Coll,No Kids,Single,0
HI,65+,$150k+,Black,Female,Coll,Kids,Married,0
HI,65+,$150k+,Black,Female,Coll,Kids,Single,0
HI,65+,$150k+,Black,Female,Coll,No Kids,Married,32
HI,65+,$150k+,Black,Female,Coll,No Kids,Single,0
HI,65+,$150k+,Black,Female,Post-Grad,Kids,Married,0
HI,65+,$150k+,Black,Female,Post-Grad,Kids,Single,0
HI,65+,$150k+,Black,Female,Post-Grad,No Kids,Married,0
HI,65+,$150k+,Black,Female,Post-Grad,No Kids,Single,38
HI,65+,$150k+,Hispanic,Male,< HS,Kids,Married,0
HI,65+,$150k+,Hispanic,Male,< HS,Kids,Single,0
HI,65+,$150k+,Hispanic,Male,< HS,No Kids,Married,26
HI,65+,$150k+,Hispanic,Male,< HS,No Kids,Single,32
HI,65+,$150k+,Hispanic,Male,HS,Kids,Married,0
HI,65+,$150k+,Hispanic,Male,HS,Kids,Single,0
HI,65+,$150k+,Hispanic,Male,HS,No Kids,Married,20
HI,65+,$150k+,Hispanic,Male,HS,No Kids,Single,30
HI,65+,$150k+,Hispanic,Male,Some Coll,Kids,Married,0
HI,65+,$150k+,Hispanic,Male,Some Coll,Kids,Single,0
HI,65+,$150k+,Hispanic,Male,Some Coll,No Kids,Married,27
HI,65+,$150k+,Hispanic,Male,Some Coll,No Kids,Single,0
HI,65+,$150k+,Hispanic,Male,Coll,Kids,Married,0
HI,65+,$150k+,Hispanic,Male,Coll,Kids,Single,0
HI,65+,$150k+,Hispanic,Male,Coll,No Kids,Married,0
HI,65+,$150k+,Hispanic,Male,Coll,No Kids,Single,0
HI,65+,$150k+,Hispanic,Male,Post-Grad,Kids,Married,0
HI,65+,$150k+,Hispanic,Male,Post-Grad,Kids,Single,0
HI,65+,$150k+,Hispanic,Male,Post-Grad,No Kids,Married,0
HI,65+,$150k+,Hispanic,Male,Post-Grad,No Kids,Single,0
HI,65+,$150k+,Hispanic,Female,< HS,Kids,Married,0
HI,65+,$150k+,Hispanic,Female,< HS,Kids,Single,0
HI,65+,$150k+,Hispanic,Female,< HS,No Kids,Married,0
HI,65+,$150k+,Hispanic,Female,< HS,No Kids,Single,13
HI,65+,$150k+,Hispanic,Female,HS,Kids,Married,0
HI,65+,$150k+,Hispanic,Female,HS,Kids,Single,0
HI,65+,$150k+,Hispanic,Female,HS,No Kids,Married,47
HI,65+,$150k+,Hispanic,Female,HS,No Kids,Single,0
HI,65+,$150k+,Hispanic,Female,Some Coll,Kids,Married,0
HI,65+,$150k+,Hispanic,Female,Some Coll,Kids,Single,0
HI,65+,$150k+,Hispanic,Female,Some Coll,No Kids,Married,0
HI,65+,$150k+,Hispanic,Female,Some Coll,No Kids,Single,48
HI,65+,$150k+,Hispanic,Female,Coll,Kids,Married,0
HI,65+,$150k+,Hispanic,Female,Coll,Kids,Single,0
HI,65+,$150k+,Hispanic,Female,Coll,No Kids,Married,0
HI,65+,$150k+,Hispanic,Female,Coll,No Kids,Single,0
HI,65+,$150k+,Hispanic,Female,Post-Grad,Kids,Married,0
HI,65+,$150k+,Hispanic,Female,Post-Grad,Kids,Single,0
HI,65+,$150k+,Hispanic,Female,Post-Grad,No Kids,Married,64
HI,65+,$150k+,Hispanic,Female,Post-Grad,No Kids,Single,24
HI,65+,$150k+,Other,Male,< HS,Kids,Married,91
HI,65+,$150k+,Other,Male,< HS,Kids,Single,20
HI,65+,$150k+,Other,Male,< HS,No Kids,Married,425
HI,65+,$150k+,Other,Male,< HS,No Kids,Single,170
HI,65+,$150k+,Other,Male,HS,Kids,Married,273
HI,65+,$150k+,Other,Male,HS,Kids,Single,32
HI,65+,$150k+,Other,Male,HS,No Kids,Married,1287
HI,65+,$150k+,Other,Male,HS,No Kids,Single,445
HI,65+,$150k+,Other,Male,Some Coll,Kids,Married,0
HI,65+,$150k+,Other,Male,Some Coll,Kids,Single,0
HI,65+,$150k+,Other,Male,Some Coll,No Kids,Married,686
HI,65+,$150k+,Other,Male,Some Coll,No Kids,Single,26
HI,65+,$150k+,Other,Male,Coll,Kids,Married,100
HI,65+,$150k+,Other,Male,Coll,Kids,Single,55
HI,65+,$150k+,Other,Male,Coll,No Kids,Married,596
HI,65+,$150k+,Other,Male,Coll,No Kids,Single,8
HI,65+,$150k+,Other,Male,Post-Grad,Kids,Married,45
HI,65+,$150k+,Other,Male,Post-Grad,Kids,Single,0
HI,65+,$150k+,Other,Male,Post-Grad,No Kids,Married,487
HI,65+,$150k+,Other,Male,Post-Grad,No Kids,Single,137
HI,65+,$150k+,Other,Female,< HS,Kids,Married,112
HI,65+,$150k+,Other,Female,< HS,Kids,Single,318
HI,65+,$150k+,Other,Female,< HS,No Kids,Married,286
